Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000069410.1,2.7.9.2,,R70,Pyruvate_water dikinase,R00199,C00001; C00002; C00022,C00009; C00020; C00074,Km_C00009: 0.7552438587845252; Km_C00020: 4.997348049255489; Km_C00074: 6.894862330029622; Km_C00001: 4.385751116834952; Km_C00002: 5.381457173112528; Km_C00022: 0.083,Kcat_C00009: 0.7552438587845252; Kcat_C00020: 4.997348049255489; Kcat_C00074: 6.894862330029622; Kcat_C00001: 4.385751116834952; Kcat_C00002: 5.381457173112528; Kcat_C00022: 0.0
WP_000099823.1,2.3.1.61,,R71,Dihydrolipoyllysine-residue succinyltransferase,R02570,C00091; C15973,C00010; C16254,Km_C00010: 0.985192857778867; Km_C16254: 1.4882368088148543; Km_C00091: 1.157912482181417; Km_C15973: 1.4628963241844677,Kcat_C00010: 0.985192857778867; Kcat_C16254: 1.4882368088148543; Kcat_C00091: 1.157912482181417; Kcat_C15973: 1.4628963241844677
WP_000099823.1,2.3.1.61,,R72,Dihydrolipoyllysine-residue succinyltransferase,R01933,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.8091318974221211; Km_C00011: 0.7054204614616306; Km_C00080: nan; Km_C00527: 1.134025989992803; Km_C00003: 1.5083015520520848; Km_C00010: 0.985192857778867; Km_C00322: 0.2838734926547204,Kcat_C00004: 0.8091318974221211; Kcat_C00011: 0.7054204614616306; Kcat_C00080: nan; Kcat_C00527: 1.134025989992803; Kcat_C00003: 1.5083015520520848; Kcat_C00010: 0.985192857778867; Kcat_C00322: 0.2838734926547204
WP_000099823.1,2.3.1.61,,R73,Dihydrolipoyllysine-residue succinyltransferase,R02571,C00527; C15973,C00010; C06157,Km_C00010: 0.985192857778867; Km_C06157: nan; Km_C00527: 1.134025989992803; Km_C15973: 1.4628963241844677,Kcat_C00010: 0.985192857778867; Kcat_C06157: nan; Kcat_C00527: 1.134025989992803; Kcat_C15973: 1.4628963241844677
WP_000099823.1,2.3.1.61,,R74,Dihydrolipoyllysine-residue succinyltransferase,R08549,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.8091318974221211; Km_C00011: 0.7054204614616306; Km_C00080: nan; Km_C00091: 1.157912482181417; Km_C00003: 1.5083015520520848; Km_C00010: 0.985192857778867; Km_C00026: 0.2639786428281477,Kcat_C00004: 0.8091318974221211; Kcat_C00011: 0.7054204614616306; Kcat_C00080: nan; Kcat_C00091: 1.157912482181417; Kcat_C00003: 1.5083015520520848; Kcat_C00010: 0.985192857778867; Kcat_C00026: 0.2639786428281477
WP_001265681.1,4.1.1.49,,R75,Phosphoenolpyruvate carboxykinase (atp),R00341,C00002; C00036,C00008; C00011; C00074,Km_C00008: 5.454686097666171; Km_C00011: 6.380023824882499; Km_C00074: 2.1575; Km_C00002: 4.270108161103955; Km_C00036: 0.67,Kcat_C00008: 5.454686097666171; Kcat_C00011: 6.380023824882499; Kcat_C00074: 0.67; Kcat_C00002: 4.270108161103955; Kcat_C00036: 0.0
WP_000919159.1,2.1.2.1,,R76,Glycine hydroxymethyltransferase,R00945,C00001; C00037; C00143,C00065; C00101,Km_C00065: 1.4882368088148543; Km_C00101: 0.7774162461232371; Km_C00001: 1.588649939988679; Km_C00037: 0.29844204990717; Km_C00143: 0.2771439443349433,Kcat_C00065: 1.4882368088148543; Kcat_C00101: 0.7774162461232371; Kcat_C00001: 1.588649939988679; Kcat_C00037: 0.29844204990717; Kcat_C00143: 0.2771439443349433
WP_000919159.1,2.1.2.1,,R77,Glycine hydroxymethyltransferase,R09099,C00065; C01217,C00001; C00037; C04377,Km_C00001: 1.588649939988679; Km_C00037: 0.29844204990717; Km_C04377: 0.2423048218176476; Km_C00065: 1.4882368088148543; Km_C01217: 0.3492110362042297,Kcat_C00001: 1.588649939988679; Kcat_C00037: 0.29844204990717; Kcat_C04377: 0.2423048218176476; Kcat_C00065: 1.4882368088148543; Kcat_C01217: 0.3492110362042297
WP_000066639.1,4.2.1.2,,R78,Fumarate hydratase,R01082,C00149,C00001; C00122,Km_C00001: 12.336039269285632; Km_C00122: 5831.433954440486; Km_C00149: 0.7054444444444444,Kcat_C00001: 12.336039269285632; Kcat_C00122: 5831.433954440486; Kcat_C00149: 1.0
WP_000838261.1,5.2.1.8,,R79,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_C03633: nan; Kcat_C03798: nan
WP_000672380.1,6.1.1.20,,R80,Phenylalanine-trna ligase,R03660,C00002; C00079; C01648,C00013; C00020; C03511,Km_C00013: 1.0154189691940692; Km_C00020: 10.93721338279773; Km_C03511: nan; Km_C00002: 11.751918186225726; Km_C00079: 13.71219946535778; Km_C01648: 0.002875,Kcat_C00013: 1.0154189691940692; Kcat_C00020: 10.93721338279773; Kcat_C03511: nan; Kcat_C00002: 11.751918186225726; Kcat_C00079: 13.71219946535778; Kcat_C01648: 0.44675000000000004
WP_000025458.1,6.2.1.5,,R81,Succinate-coa ligase (adp-forming),R00405,C00002; C00010; C00042,C00008; C00009; C00091,Km_C00008: 45.70923705479375; Km_C00009: 8.301305789768351; Km_C00091: 37.50573194306116; Km_C00002: 41.23975726097893; Km_C00010: 4.0; Km_C00042: 0.25,Kcat_C00008: 45.70923705479375; Kcat_C00009: 8.301305789768351; Kcat_C00091: 37.50573194306116; Kcat_C00002: 41.23975726097893; Kcat_C00010: 26.7; Kcat_C00042: 44.73
WP_000025458.1,6.2.1.5,,R82,Succinate-coa ligase (adp-forming),R02404,C00002; C00010; C00490,C00008; C00009; C00531,Km_C00008: 45.70923705479375; Km_C00009: 8.301305789768351; Km_C00531: 39.23077256268491; Km_C00002: 41.23975726097893; Km_C00010: 4.0; Km_C00490: 0.475,Kcat_C00008: 45.70923705479375; Kcat_C00009: 8.301305789768351; Kcat_C00531: 39.23077256268491; Kcat_C00002: 41.23975726097893; Kcat_C00010: 26.7; Kcat_C00490: 1.5
WP_000069437.1,4.3.1.1,,R83,Aspartate ammonia-lyase,R00490,C00049,C00014; C00122,Km_C00014: 722.5348911305291; Km_C00122: 19406.985826857435; Km_C00049: 138.37368572760155,Kcat_C00014: 722.5348911305291; Kcat_C00122: 19406.985826857435; Kcat_C00049: 138.37368572760155
WP_001295373.1,2.8.1.7,,R84,Cysteine desulfurase,R07460,C00097; C15811,C00041; C15812,Km_C00041: 46.45767771670393; Km_C15812: 27.129467869418697; Km_C00097: 22.80655099150936; Km_C15811: 37.196301382119536,Kcat_C00041: 46.45767771670393; Kcat_C15812: 27.129467869418697; Kcat_C00097: 22.80655099150936; Kcat_C15811: 37.196301382119536
WP_000043460.1,1.1.1.44,,R85,Phosphogluconate dehydrogenase (nadp+-dependent_decarboxylating),R01528,C00006; C00345,C00005; C00011; C00080; C00199,Km_C00005: 16.11098250543043; Km_C00011: 19.356886707322225; Km_C00080: nan; Km_C00199: 12.657077192268304; Km_C00006: 0.049; Km_C00345: 0.093,Kcat_C00005: 16.11098250543043; Kcat_C00011: 19.356886707322225; Kcat_C00080: nan; Kcat_C00199: 12.657077192268304; Kcat_C00006: 0.0; Kcat_C00345: 0.0
WP_000462687.1,2.6.1.1,,R86,Aspartate transaminase,R00355,C00026; C00049,C00025; C00036,Km_C00025: 2.064751693781389; Km_C00036: 0.19; Km_C00026: 0.59; Km_C00049: 2.2689727158509068,Kcat_C00025: 2.064751693781389; Kcat_C00036: 0.0; Kcat_C00026: 0.0; Kcat_C00049: 2.2689727158509068
WP_000462687.1,2.6.1.1,,R87,Aspartate transaminase,R00694,C00026; C00079,C00025; C00166,Km_C00025: 2.064751693781389; Km_C00166: 1.312030210991615; Km_C00026: 0.59; Km_C00079: 2.649684976565012,Kcat_C00025: 2.064751693781389; Kcat_C00166: 1.312030210991615; Kcat_C00026: 0.0; Kcat_C00079: 2.649684976565012
WP_000462687.1,2.6.1.1,,R88,Aspartate transaminase,R00734,C00026; C00082,C00025; C01179,Km_C00025: 2.064751693781389; Km_C01179: 5.157500000000001; Km_C00026: 0.59; Km_C00082: 2.093531105305168,Kcat_C00025: 2.064751693781389; Kcat_C01179: 1.77; Kcat_C00026: 0.0; Kcat_C00082: 2.093531105305168
WP_000462687.1,2.6.1.1,,R89,Aspartate transaminase,R00895,C00026; C00097,C00025; C00957,Km_C00025: 2.064751693781389; Km_C00957: 3.2739402210505384; Km_C00026: 0.59; Km_C00097: 0.2799738393234944,Kcat_C00025: 2.064751693781389; Kcat_C00957: 3.2739402210505384; Kcat_C00026: 0.0; Kcat_C00097: 0.2799738393234944
WP_000462687.1,2.6.1.1,,R90,Aspartate transaminase,R00896,C00026; C00097,C00302; C00957,Km_C00302: 2.064751693781389; Km_C00957: 3.2739402210505384; Km_C00026: 0.59; Km_C00097: 0.2799738393234944,Kcat_C00302: 2.064751693781389; Kcat_C00957: 3.2739402210505384; Kcat_C00026: 0.0; Kcat_C00097: 0.2799738393234944
WP_000462687.1,2.6.1.1,,R91,Aspartate transaminase,R02433,C00026; C00506,C00025; C05528,Km_C00025: 2.064751693781389; Km_C05528: 5.122236456730046; Km_C00026: 0.59; Km_C00506: 1.1445812885451998,Kcat_C00025: 2.064751693781389; Kcat_C05528: 5.122236456730046; Kcat_C00026: 0.0; Kcat_C00506: 1.1445812885451998
WP_000462687.1,2.6.1.1,,R92,Aspartate transaminase,R02619,C00026; C00606,C00025; C05527,Km_C00025: 2.064751693781389; Km_C05527: 2.2420697514345878; Km_C00026: 0.59; Km_C00606: 1.479333782784128,Kcat_C00025: 2.064751693781389; Kcat_C05527: 2.2420697514345878; Kcat_C00026: 0.0; Kcat_C00606: 1.479333782784128
WP_000462687.1,2.6.1.1,,R93,Aspartate transaminase,R05052,C00026; C05947,C00025; C05946,Km_C00025: 2.064751693781389; Km_C05946: 1.0133623947905603; Km_C00026: 0.59; Km_C05947: 2.60396512211916,Kcat_C00025: 2.064751693781389; Kcat_C05946: 1.0133623947905603; Kcat_C00026: 0.0; Kcat_C05947: 2.60396512211916
WP_000886683.1,6.1.1.11,,R94,Serine-trna ligase,R03662,C00002; C00065; C01650,C00013; C00020; C02553,Km_C00013: 33.3722027034598; Km_C00020: 65.09729280916729; Km_C02553: nan; Km_C00002: 66.82841954846944; Km_C00065: 16.95824250832192; Km_C01650: 0.2,Kcat_C00013: 33.3722027034598; Kcat_C00020: 65.09729280916729; Kcat_C02553: nan; Kcat_C00002: 66.82841954846944; Kcat_C00065: 16.95824250832192; Kcat_C01650: 0.0
WP_000886683.1,6.1.1.11,,R95,Serine-trna ligase,R08218,C00002; C00065; C16636,C00013; C00020; C06481,Km_C00013: 33.3722027034598; Km_C00020: 65.09729280916729; Km_C06481: nan; Km_C00002: 66.82841954846944; Km_C00065: 16.95824250832192; Km_C16636: 15.13364151580372,Kcat_C00013: 33.3722027034598; Kcat_C00020: 65.09729280916729; Kcat_C06481: nan; Kcat_C00002: 66.82841954846944; Kcat_C00065: 16.95824250832192; Kcat_C16636: 15.13364151580372
WP_000527955.1,6.3.4.4,,R96,Adenylosuccinate synthase,R01135,C00044; C00049; C00130,C00009; C00035; C03794,Km_C00009: 0.7350093015895118; Km_C00035: 1.0136856165886567; Km_C03794: 1.37094247687244; Km_C00044: 0.06050000000000001; Km_C00049: 2.0223767307892824; Km_C00130: 0.04234285714285714,Kcat_C00009: 0.7350093015895118; Kcat_C00035: 1.0136856165886567; Kcat_C03794: 1.37094247687244; Kcat_C00044: 1.4065; Kcat_C00049: 2.0223767307892824; Kcat_C00130: 1.0
WP_000506490.1,1.3.1.9,,R97,Enoyl-[acyl-carrier-protein] reductase (nadh),R01403,C00003; C00173,C00004; C00080; C00693,Km_C00004: 0.01; Km_C00080: nan; Km_C00693: nan; Km_C00003: 1.4882368088148543; Km_C00173: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C00693: nan; Kcat_C00003: 1.4882368088148543; Kcat_C00173: nan
WP_000506490.1,1.3.1.9,,R98,Enoyl-[acyl-carrier-protein] reductase (nadh),R04724,C00003; C05223,C00004; C00080; C05758,Km_C00004: 0.01; Km_C00080: nan; Km_C05758: nan; Km_C00003: 1.4882368088148543; Km_C05223: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05758: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05223: nan
WP_000506490.1,1.3.1.9,,R99,Enoyl-[acyl-carrier-protein] reductase (nadh),R04955,C00003; C05749,C00004; C00080; C05748,Km_C00004: 0.01; Km_C00080: nan; Km_C05748: nan; Km_C00003: 1.4882368088148543; Km_C05749: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05748: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05749: nan
WP_000506490.1,1.3.1.9,,R100,Enoyl-[acyl-carrier-protein] reductase (nadh),R04958,C00003; C05752,C00004; C00080; C05751,Km_C00004: 0.01; Km_C00080: nan; Km_C05751: nan; Km_C00003: 1.4882368088148543; Km_C05752: 0.02,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05751: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05752: 0.0
WP_000506490.1,1.3.1.9,,R101,Enoyl-[acyl-carrier-protein] reductase (nadh),R04961,C00003; C05755,C00004; C00080; C05754,Km_C00004: 0.01; Km_C00080: nan; Km_C05754: nan; Km_C00003: 1.4882368088148543; Km_C05755: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05754: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05755: nan
WP_000506490.1,1.3.1.9,,R102,Enoyl-[acyl-carrier-protein] reductase (nadh),R04966,C00003; C05761,C00004; C00080; C05760,Km_C00004: 0.01; Km_C00080: nan; Km_C05760: nan; Km_C00003: 1.4882368088148543; Km_C05761: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05760: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05761: nan
WP_000506490.1,1.3.1.9,,R103,Enoyl-[acyl-carrier-protein] reductase (nadh),R04969,C00003; C05764,C00004; C00080; C05763,Km_C00004: 0.01; Km_C00080: nan; Km_C05763: nan; Km_C00003: 1.4882368088148543; Km_C05764: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05763: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05764: nan
WP_000506490.1,1.3.1.9,,R104,Enoyl-[acyl-carrier-protein] reductase (nadh),R04429,C00003; C05745,C00004; C00080; C04246,Km_C00004: 0.01; Km_C00080: nan; Km_C04246: nan; Km_C00003: 1.4882368088148543; Km_C05745: nan,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C04246: nan; Kcat_C00003: 1.4882368088148543; Kcat_C05745: nan
WP_012767778.1,1.11.1.21,,R105,Catalase-peroxidase,R00009,C00027,C00001; C00007,Km_C00001: 1.3425144400256193; Km_C00007: 45.97277792499396; Km_C00027: 1232.352714020826,Kcat_C00001: 1.3425144400256193; Kcat_C00007: 45.97277792499396; Kcat_C00027: 1232.352714020826
WP_012767778.1,1.11.1.21,,R106,Catalase-peroxidase,R03532,C00027; C00030,C00001; C00028,Km_C00001: 1.3425144400256193; Km_C00028: nan; Km_C00027: 1232.352714020826; Km_C00030: nan,Kcat_C00001: 1.3425144400256193; Kcat_C00028: nan; Kcat_C00027: 1232.352714020826; Kcat_C00030: nan
WP_001157886.1,6.1.1.4,,R107,Leucine-trna ligase,R03657,C00002; C00123; C01645,C00013; C00020; C02047,Km_C00013: 0.4562993810085602; Km_C00020: 4.616456579403856; Km_C02047: 1650.00105; Km_C00002: 2.802614841483978; Km_C00123: 2.5904914252369102; Km_C01645: 1.034,Kcat_C00013: 0.4562993810085602; Kcat_C00020: 4.616456579403856; Kcat_C02047: 7.0; Kcat_C00002: 2.802614841483978; Kcat_C00123: 2.5904914252369102; Kcat_C01645: 1.08
WP_000136788.1,2.7.1.30,,R108,Glycerol kinase,R00847,C00002; C00116,C00008; C00093,Km_C00008: 5.78571596136054; Km_C00093: 5.845288981999815; Km_C00002: 5.440126624575786; Km_C00116: 5.253106500022037,Kcat_C00008: 5.78571596136054; Kcat_C00093: 5.845288981999815; Kcat_C00002: 5.440126624575786; Kcat_C00116: 5.253106500022037
WP_001005579.1,4.1.1.31,,R109,Phosphoenolpyruvate carboxylase,R00345,C00009; C00036,C00001; C00011; C00074,Km_C00001: 2.632453996220226; Km_C00011: 3.782344489394047; Km_C00074: 0.19; Km_C00009: 0.2345414988717009; Km_C00036: 3.763757994191125,Kcat_C00001: 2.632453996220226; Kcat_C00011: 3.782344489394047; Kcat_C00074: 540.0; Kcat_C00009: 0.2345414988717009; Kcat_C00036: 3.763757994191125
WP_001291772.1,6.1.1.14,,R110,Glycine-trna ligase,R03654,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.3895917824345035; Km_C00020: 12.566134241885203; Km_C02412: nan; Km_C00002: 13.604105838488476; Km_C00037: 1.9789898573177176; Km_C01642: 0.0018,Kcat_C00013: 0.3895917824345035; Kcat_C00020: 12.566134241885203; Kcat_C02412: nan; Kcat_C00002: 13.604105838488476; Kcat_C00037: 1.9789898573177176; Kcat_C01642: 0.0
WP_001186650.1,2.3.1.117,,R111,2_3_4_5-tetrahydropyridine-2_6-dicarboxylate n-succinyltransferase,R04365,C00001; C00091; C03972,C00010; C04462,Km_C00010: 33.95203940287524; Km_C04462: 61.976362714236345; Km_C00001: 5.909391169004013; Km_C00091: 0.020999999999999998; Km_C03972: 85.01910553042613,Kcat_C00010: 33.95203940287524; Kcat_C04462: 61.976362714236345; Kcat_C00001: 5.909391169004013; Kcat_C00091: 0.0; Kcat_C03972: 85.01910553042613
WP_000623136.1,2.7.3.9,,R112,Phosphoenolpyruvate-protein phosphotransferase,R02628,C00074; C00615,C00022; C04261,Km_C00022: 1.4301279981180155; Km_C04261: nan; Km_C00074: 0.19; Km_C00615: nan,Kcat_C00022: 1.4301279981180155; Kcat_C04261: nan; Kcat_C00074: 0.0; Kcat_C00615: nan
WP_000195061.1,1.4.4.2,,R113,Glycine dehydrogenase (aminomethyl-transferring),R03425,C00037; C02051,C00011; C01242,Km_C00011: 4.818350786331247; Km_C01242: nan; Km_C00037: 2.6316627825692334; Km_C02051: nan,Kcat_C00011: 4.818350786331247; Kcat_C01242: nan; Kcat_C00037: 2.6316627825692334; Kcat_C02051: nan
WP_000195061.1,1.4.4.2,,R114,Glycine dehydrogenase (aminomethyl-transferring),R01221,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 4.6499318677563615; Km_C00011: 4.818350786331247; Km_C00014: 16.551867105910596; Km_C00080: nan; Km_C00143: 3.5634486279110726; Km_C00003: 4.797470011979336; Km_C00037: 2.6316627825692334; Km_C00101: 5.172090668216511,Kcat_C00004: 4.6499318677563615; Kcat_C00011: 4.818350786331247; Kcat_C00014: 16.551867105910596; Kcat_C00080: nan; Kcat_C00143: 3.5634486279110726; Kcat_C00003: 4.797470011979336; Kcat_C00037: 2.6316627825692334; Kcat_C00101: 5.172090668216511
WP_000034372.1,4.1.2.13,,R115,Fructose-bisphosphate aldolase,R01068,C00354,C00111; C00118,Km_C00111: 2.7572813095436963; Km_C00118: 4.76173395264882; Km_C00354: 0.18,Kcat_C00111: 2.7572813095436963; Kcat_C00118: 4.76173395264882; Kcat_C00354: 6.242500000000001
WP_000034372.1,4.1.2.13,,R116,Fructose-bisphosphate aldolase,R01070,C05378,C00111; C00118,Km_C00111: 2.7572813095436963; Km_C00118: 4.76173395264882; Km_C05378: 0.4397229534579892,Kcat_C00111: 2.7572813095436963; Kcat_C00118: 4.76173395264882; Kcat_C05378: 0.4397229534579892
WP_000034372.1,4.1.2.13,,R117,Fructose-bisphosphate aldolase,R01829,C00447,C00111; C00279,Km_C00111: 2.7572813095436963; Km_C00279: 3.154493192601429; Km_C00447: 2.6495142070238558,Kcat_C00111: 2.7572813095436963; Kcat_C00279: 3.154493192601429; Kcat_C00447: 2.6495142070238558
WP_000034372.1,4.1.2.13,,R118,Fructose-bisphosphate aldolase,R02568,C01094,C00111; C00577,Km_C00111: 2.7572813095436963; Km_C00577: 4.354244610389364; Km_C01094: 0.4620731088902357,Kcat_C00111: 2.7572813095436963; Kcat_C00577: 4.354244610389364; Kcat_C01094: 0.4620731088902357
WP_001220233.1,2.7.4.3,,R119,Adenylate kinase,R00127,C00002; C00020,C00008,Km_C00008: 2.616251294957555; Km_C00002: 1.746433139108622; Km_C00020: 3.848823084176904,Kcat_C00008: 2.616251294957555; Kcat_C00002: 1.746433139108622; Kcat_C00020: 3.848823084176904
WP_001220233.1,2.7.4.3,,R120,Adenylate kinase,R01547,C00002; C00360,C00008; C00206,Km_C00008: 2.616251294957555; Km_C00206: 0.1953924478206635; Km_C00002: 1.746433139108622; Km_C00360: 0.73,Kcat_C00008: 2.616251294957555; Kcat_C00206: 0.1953924478206635; Kcat_C00002: 1.746433139108622; Kcat_C00360: 0.0
WP_000210878.1,6.3.4.2,,R121,Ctp synthase (glutamine hydrolysing),R00571,C00002; C00014; C00075,C00008; C00009; C00063,Km_C00008: 1.978762000987146; Km_C00009: 0.3313562507491234; Km_C00063: 2.6595570414979277; Km_C00002: 1.584742397858805; Km_C00014: 5.107704142396229; Km_C00075: 0.048999999999999995,Kcat_C00008: 1.978762000987146; Kcat_C00009: 0.3313562507491234; Kcat_C00063: 2.6595570414979277; Kcat_C00002: 1.584742397858805; Kcat_C00014: 5.107704142396229; Kcat_C00075: 9.35
WP_000210878.1,6.3.4.2,,R122,Ctp synthase (glutamine hydrolysing),R00573,C00001; C00002; C00064; C00075,C00008; C00009; C00025; C00063,Km_C00008: 1.978762000987146; Km_C00009: 0.3313562507491234; Km_C00025: 2.0901538275873808; Km_C00063: 2.6595570414979277; Km_C00001: 2.324914064496104; Km_C00002: 1.584742397858805; Km_C00064: 2.797875654022916; Km_C00075: 0.048999999999999995,Kcat_C00008: 1.978762000987146; Kcat_C00009: 0.3313562507491234; Kcat_C00025: 2.0901538275873808; Kcat_C00063: 2.6595570414979277; Kcat_C00001: 2.324914064496104; Kcat_C00002: 1.584742397858805; Kcat_C00064: 2.797875654022916; Kcat_C00075: 9.35
WP_000334099.1,2.6.1.16,,R123,Glutamine-fructose-6-phosphate transaminase (isomerizing),R00768,C00064; C00085,C00025; C00352,Km_C00025: 0.7664975230834148; Km_C00352: 1.2949878600733662; Km_C00064: 0.997183001246314; Km_C00085: 0.4949361650904996,Kcat_C00025: 0.7664975230834148; Kcat_C00352: 1.2949878600733662; Kcat_C00064: 0.997183001246314; Kcat_C00085: 0.4949361650904996
WP_001062128.1,2.5.1.6,,R124,Methionine adenosyltransferase,R00177,C00009; C00013; C00019,C00001; C00002; C00073,Km_C00001: 4.090000882131017; Km_C00002: 5.213770500438619; Km_C00073: 5.312350716412432; Km_C00009: 0.5505952517676448; Km_C00013: 0.1443459466194354; Km_C00019: 0.0,Kcat_C00001: 4.090000882131017; Kcat_C00002: 5.213770500438619; Kcat_C00073: 5.312350716412432; Kcat_C00009: 0.5505952517676448; Kcat_C00013: 0.1443459466194354; Kcat_C00019: 0.000417
WP_001062128.1,2.5.1.6,,R125,Methionine adenosyltransferase,R04771,C00001; C00002; C05335,C00009; C00013; C05691,Km_C00009: 0.5505952517676448; Km_C00013: 0.1443459466194354; Km_C05691: 2.644520349313607; Km_C00001: 4.090000882131017; Km_C00002: 5.213770500438619; Km_C05335: 0.9320057735196132,Kcat_C00009: 0.5505952517676448; Kcat_C00013: 0.1443459466194354; Kcat_C05691: 2.644520349313607; Kcat_C00001: 4.090000882131017; Kcat_C00002: 5.213770500438619; Kcat_C05335: 0.9320057735196132
WP_000695655.1,6.1.1.17,,R126,Glutamate-trna ligase,R05578,C00002; C00025; C01641,C00013; C00020; C02987,Km_C00013: 0.140967104220693; Km_C00020: 9.528845661772872; Km_C02987: 0.0; Km_C00002: 10.315699808395824; Km_C00025: 8.676446465330553; Km_C01641: 0.00042,Kcat_C00013: 0.140967104220693; Kcat_C00020: 9.528845661772872; Kcat_C02987: 0.8; Kcat_C00002: 10.315699808395824; Kcat_C00025: 8.676446465330553; Kcat_C01641: 0.0
WP_001293003.1,3.4.13.18,,R127,Cytosol nonspecific dipeptidase,R01166,C00001; C00386,C00099; C00135,Km_C00099: 17.99406023738066; Km_C00135: 8.619588802372201; Km_C00001: 4.81913916468706; Km_C00386: 0.1675133824915074,Kcat_C00099: 17.99406023738066; Kcat_C00135: 8.619588802372201; Kcat_C00001: 4.81913916468706; Kcat_C00386: 0.1675133824915074
WP_001293003.1,3.4.13.18,,R128,Cytosol nonspecific dipeptidase,R01992,C00001; C00884,C00135; C00334,Km_C00135: 8.619588802372201; Km_C00334: 6.026237667408736; Km_C00001: 4.81913916468706; Km_C00884: 2.776023151785948,Kcat_C00135: 8.619588802372201; Kcat_C00334: 6.026237667408736; Kcat_C00001: 4.81913916468706; Kcat_C00884: 2.776023151785948
