Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000043460.1,1.1.1.44,,R86,"Phosphogluconate dehydrogenase (nadp+-dependent, decarboxylating)",R01528,C00006; C00345,C00005; C00011; C00080; C00199,Km_C00005: 0.0173151101917028; Km_C00011: 0.468339204788208; Km_C00080: 1.165087342262268; Km_C00199: 0.0775378867983818; Km_C00006: 0.049; Km_C00345: 0.093,Kcat_F: 10.118956025709752; Kcat_R: 16.041648801673656
WP_000462687.1,2.6.1.1,,R87,Aspartate transaminase,R00355,C00026; C00049,C00025; C00036,Km_C00025: 2.310521364212036; Km_C00036: 0.19; Km_C00026: 0.59; Km_C00049: 1.75786292552948,Kcat_F: 1.2670485577474853; Kcat_R: 1.2775648039852914
WP_000462687.1,2.6.1.1,,R88,Aspartate transaminase,R00694,C00026; C00079,C00025; C00166,Km_C00025: 2.310521364212036; Km_C00166: 0.2149444222450256; Km_C00026: 0.59; Km_C00079: 0.5738357305526733,Kcat_F: 1.457404688104538; Kcat_R: 1.6883909523865022
WP_000462687.1,2.6.1.1,,R89,Aspartate transaminase,R00734,C00026; C00082,C00025; C01179,Km_C00025: 2.310521364212036; Km_C01179: 5.157500000000001; Km_C00026: 0.59; Km_C00082: 0.3658886253833771,Kcat_F: 1.179327752474616; Kcat_R: 1.9173758468906945
WP_000462687.1,2.6.1.1,,R90,Aspartate transaminase,R00895,C00026; C00097,C00025; C00957,Km_C00025: 2.310521364212036; Km_C00957: 0.9079678058624268; Km_C00026: 0.59; Km_C00097: 0.2638250589370727,Kcat_F: 0.27254911948377913; Kcat_R: 2.6693459574159637
WP_000462687.1,2.6.1.1,,R91,Aspartate transaminase,R00896,C00026; C00097,C00302; C00957,Km_C00302: 2.310521364212036; Km_C00957: 0.9079678058624268; Km_C00026: 0.59; Km_C00097: 0.2638250589370727,Kcat_F: 0.27254911948377913; Kcat_R: 2.6693459574159637
WP_000462687.1,2.6.1.1,,R92,Aspartate transaminase,R02433,C00026; C00506,C00025; C05528,Km_C00025: 2.310521364212036; Km_C05528: 0.4964103996753692; Km_C00026: 0.59; Km_C00506: 1.3379701375961304,Kcat_F: 0.7048528440946319; Kcat_R: 3.5934940752557174
WP_000462687.1,2.6.1.1,,R93,Aspartate transaminase,R02619,C00026; C00606,C00025; C05527,Km_C00025: 2.310521364212036; Km_C05527: 0.6793051362037659; Km_C00026: 0.59; Km_C00606: 1.2768337726593018,Kcat_F: 0.872229091214096; Kcat_R: 2.1534107226079886
WP_000462687.1,2.6.1.1,,R94,Aspartate transaminase,R05052,C00026; C05947,C00025; C05946,Km_C00025: 2.310521364212036; Km_C05946: 0.8565657138824463; Km_C00026: 0.59; Km_C05947: 0.6959762573242188,Kcat_F: 1.434544760881612; Kcat_R: 1.5390570442859746
WP_000886683.1,6.1.1.11,,R95,Serine-trna ligase,R03662,C00002; C00065; C01650,C00013; C00020; C02553,Km_C00013: 0.0075017297640442; Km_C00020: 0.0014681605389341; Km_C02553: nan; Km_C00002: 0.0010396140860393; Km_C00065: 0.0173594113439321; Km_C01650: 0.2,Kcat_F: 41.89333102839568; Kcat_R: 49.23474775631354
WP_000886683.1,6.1.1.11,,R96,Serine-trna ligase,R08218,C00002; C00065; C16636,C00013; C00020; C06481,Km_C00013: 0.0075017297640442; Km_C00020: 0.0014681605389341; Km_C06481: nan; Km_C00002: 0.0010396140860393; Km_C00065: 0.0173594113439321; Km_C16636: 0.0031003365293145,Kcat_F: 32.97343452419836; Kcat_R: 49.23474775631354
WP_000527955.1,6.3.4.4,,R97,Adenylosuccinate synthase,R01135,C00044; C00049; C00130,C00009; C00035; C03794,Km_C00009: 0.5672177672386169; Km_C00035: 0.0236586742103099; Km_C03794: 0.0224457904696464; Km_C00044: 0.06050000000000001; Km_C00049: 0.1750867813825607; Km_C00130: 0.04234285714285714,Kcat_F: 1.4762922435964274; Kcat_R: 1.0398791316835363
WP_000506490.1,1.3.1.9,,R98,Enoyl-[acyl-carrier-protein] reductase (nadh),R01403,C00003; C00173,C00004; C00080; C00693,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C00693: nan; Km_C00003: 0.0761261060833931; Km_C00173: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R99,Enoyl-[acyl-carrier-protein] reductase (nadh),R04724,C00003; C05223,C00004; C00080; C05758,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05758: nan; Km_C00003: 0.0761261060833931; Km_C05223: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R100,Enoyl-[acyl-carrier-protein] reductase (nadh),R04955,C00003; C05749,C00004; C00080; C05748,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05748: nan; Km_C00003: 0.0761261060833931; Km_C05749: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R101,Enoyl-[acyl-carrier-protein] reductase (nadh),R04958,C00003; C05752,C00004; C00080; C05751,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05751: nan; Km_C00003: 0.0761261060833931; Km_C05752: 0.02,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R102,Enoyl-[acyl-carrier-protein] reductase (nadh),R04961,C00003; C05755,C00004; C00080; C05754,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05754: nan; Km_C00003: 0.0761261060833931; Km_C05755: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R103,Enoyl-[acyl-carrier-protein] reductase (nadh),R04966,C00003; C05761,C00004; C00080; C05760,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05760: nan; Km_C00003: 0.0761261060833931; Km_C05761: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R104,Enoyl-[acyl-carrier-protein] reductase (nadh),R04969,C00003; C05764,C00004; C00080; C05763,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C05763: nan; Km_C00003: 0.0761261060833931; Km_C05764: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_000506490.1,1.3.1.9,,R105,Enoyl-[acyl-carrier-protein] reductase (nadh),R04429,C00003; C05745,C00004; C00080; C04246,Km_C00004: 0.030833333333333334; Km_C00080: 2.896291494369507; Km_C04246: nan; Km_C00003: 0.0761261060833931; Km_C05745: nan,Kcat_F: 1.4882368088148543; Kcat_R: 6.308333333333334
WP_012767778.1,1.11.1.21,,R106,Catalase-peroxidase,R00009,C00027,C00001; C00007,Km_C00001: 1.4481947422027588; Km_C00007: 0.1141216158866882; Km_C00027: 3.050466299057007,Kcat_F: 1232.352714020826; Kcat_R: 23.65764618250979
WP_012767778.1,1.11.1.21,,R107,Catalase-peroxidase,R03532,C00027; C00030,C00001; C00028,Km_C00001: 1.4481947422027588; Km_C00028: nan; Km_C00027: 3.050466299057007; Km_C00030: nan,Kcat_F: 1232.352714020826; Kcat_R: 1.3425144400256193
WP_001157886.1,6.1.1.4,,R108,Leucine-trna ligase,R03657,C00002; C00123; C01645,C00013; C00020; C02047,Km_C00013: 0.0735890492796897; Km_C00020: 0.0628450661897659; Km_C02047: 1650.00105; Km_C00002: 0.0547859594225883; Km_C00123: 0.0179242435842752; Km_C01645: 0.0016,Kcat_F: 3.1977020889069627; Kcat_R: 4.024251986804138
WP_000136788.1,2.7.1.30,,R109,Glycerol kinase,R00847,C00002; C00116,C00008; C00093,Km_C00008: 0.0234330184757709; Km_C00093: 0.1461363285779953; Km_C00002: 0.0155060729011893; Km_C00116: 0.1064064875245094,Kcat_F: 5.3466165622989115; Kcat_R: 5.815502471680178
WP_001005579.1,4.1.1.31,,R110,Phosphoenolpyruvate carboxylase,R00345,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.8124255537986755; Km_C00011: 1.5591970682144165; Km_C00074: 0.19; Km_C00009: 1.123651146888733; Km_C00036: 0.4844387769699096,Kcat_F: 1.999149746531413; Kcat_R: 182.13826616187143
WP_001291772.1,6.1.1.14,,R111,Glycine-trna ligase,R03654,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.0583701133728027; Km_C00020: 0.016059648245573; Km_C02412: nan; Km_C00002: 0.0173203721642494; Km_C00037: 0.1098656579852104; Km_C01642: 0.0046,Kcat_F: 7.791547847903097; Kcat_R: 6.477863012159854
WP_001186650.1,2.3.1.117,,R112,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate n-succinyltransferase",R04365,C00001; C00091; C03972,C00010; C04462,Km_C00010: 0.1777140945196151; Km_C04462: 0.3046520054340362; Km_C00001: 2.012990713119507; Km_C00091: 1.0; Km_C03972: 0.5176855325698853,Kcat_F: 35.2118022496766; Kcat_R: 47.964201058555794
WP_000623136.1,2.7.3.9,,R113,Phosphoenolpyruvate-protein phosphotransferase,R02628,C00074; C00615,C00022; C04261,Km_C00022: 0.3637073934078216; Km_C04261: nan; Km_C00074: 0.19; Km_C00615: nan,Kcat_F: 0.213811689014431; Kcat_R: 1.4301279981180155
WP_000195061.1,1.4.4.2,,R114,Glycine dehydrogenase (aminomethyl-transferring),R03425,C00037; C02051,C00011; C01242,Km_C00011: 1.1697958707809448; Km_C01242: nan; Km_C00037: 3.032304525375366; Km_C02051: nan,Kcat_F: 2.6316627825692334; Kcat_R: 4.818350786331247
WP_000195061.1,1.4.4.2,,R115,Glycine dehydrogenase (aminomethyl-transferring),R01221,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.0555423498153686; Km_C00011: 1.1697958707809448; Km_C00014: 4.617711544036865; Km_C00080: 1.9262821674346924; Km_C00143: 0.049179408699274; Km_C00003: 0.1432042866945266; Km_C00037: 3.032304525375366; Km_C00101: 0.1045622751116752,Kcat_F: 4.2004078209216935; Kcat_R: 7.395899596977319
WP_000034372.1,4.1.2.13,,R116,Fructose-bisphosphate aldolase,R01068,C00354,C00111; C00118,Km_C00111: 0.2190397232770919; Km_C00118: 0.3763603866100311; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.759507631096258
WP_000034372.1,4.1.2.13,,R117,Fructose-bisphosphate aldolase,R01070,C05378,C00111; C00118,Km_C00111: 0.2190397232770919; Km_C00118: 0.3763603866100311; Km_C05378: 0.1037188246846199,Kcat_F: 0.4397229534579892; Kcat_R: 3.759507631096258
WP_000034372.1,4.1.2.13,,R118,Fructose-bisphosphate aldolase,R01829,C00447,C00111; C00279,Km_C00111: 0.2190397232770919; Km_C00279: 0.1592318564653396; Km_C00447: 0.0783856064081192,Kcat_F: 2.6495142070238558; Kcat_R: 2.9558872510725624
WP_000034372.1,4.1.2.13,,R119,Fructose-bisphosphate aldolase,R02568,C01094,C00111; C00577,Km_C00111: 0.2190397232770919; Km_C00577: 1.7498738765716553; Km_C01094: 0.699701726436615,Kcat_F: 0.4620731088902357; Kcat_R: 3.5557629599665304
WP_001220233.1,2.7.4.3,,R120,Adenylate kinase,R00127,C00002; C00020,C00008,Km_C00008: 0.0878493562340736; Km_C00002: 0.031631302088499; Km_C00020: 0.0762849152088165,Kcat_F: 2.797628111642763; Kcat_R: 2.616251294957555
WP_001220233.1,2.7.4.3,,R121,Adenylate kinase,R01547,C00002; C00360,C00008; C00206,Km_C00008: 0.0878493562340736; Km_C00206: 0.0456979647278785; Km_C00002: 0.031631302088499; Km_C00360: 0.85,Kcat_F: 1.2190061823111973; Kcat_R: 1.4058218713891093
WP_000210878.1,6.3.4.2,,R122,Ctp synthase (glutamine hydrolysing),R00571,C00002; C00014; C00075,C00008; C00009; C00063,Km_C00008: 0.0327975004911422; Km_C00009: 0.571725070476532; Km_C00063: 0.039101593196392; Km_C00002: 0.0255095902830362; Km_C00014: 2.5562918186187744; Km_C00075: 0.048999999999999995,Kcat_F: 5.347482180085012; Kcat_R: 1.6565584310780654
WP_000210878.1,6.3.4.2,,R123,Ctp synthase (glutamine hydrolysing),R00573,C00001; C00002; C00064; C00075,C00008; C00009; C00025; C00063,Km_C00008: 0.0327975004911422; Km_C00009: 0.571725070476532; Km_C00025: 0.6038386225700378; Km_C00063: 0.039101593196392; Km_C00001: 1.2488840818405151; Km_C00002: 0.0255095902830362; Km_C00064: 0.2146807014942169; Km_C00075: 0.048999999999999995,Kcat_F: 4.014383029094456; Kcat_R: 1.7649572802053943
WP_000334099.1,2.6.1.16,,R124,Glutamine-fructose-6-phosphate transaminase (isomerizing),R00768,C00064; C00085,C00025; C00352,Km_C00025: 0.93828147649765; Km_C00352: 0.4617202579975128; Km_C00064: 0.4434444904327392; Km_C00085: 0.5008711218833923,Kcat_F: 0.7460595831684068; Kcat_R: 1.0307426915783906
WP_001062128.1,2.5.1.6,,R125,Methionine adenosyltransferase,R00177,C00009; C00013; C00019,C00001; C00002; C00073,Km_C00001: 1.0708625316619873; Km_C00002: 0.1171826422214508; Km_C00073: 0.466537207365036; Km_C00009: 1.2396847009658811; Km_C00013: 0.2896745800971985; Km_C00019: 0.0485537387430667,Kcat_F: 0.23178606612902672; Kcat_R: 4.8720406996606895
WP_001062128.1,2.5.1.6,,R126,Methionine adenosyltransferase,R04771,C00001; C00002; C05335,C00009; C00013; C05691,Km_C00009: 1.2396847009658811; Km_C00013: 0.2896745800971985; Km_C05691: 0.0548997521400451; Km_C00001: 1.0708625316619873; Km_C00002: 0.1171826422214508; Km_C05335: 0.8083247542381287,Kcat_F: 3.4119257186964163; Kcat_R: 1.1131538492335624
WP_000695655.1,6.1.1.17,,R127,Glutamate-trna ligase,R05578,C00002; C00025; C01641,C00013; C00020; C02987,Km_C00013: 0.2169844061136245; Km_C00020: 0.0364037230610847; Km_C02987: nan; Km_C00002: 0.0518297925591468; Km_C00025: 0.1422243416309356; Km_C01641: 0.00042,Kcat_F: 9.496073136863188; Kcat_R: 3.4899375886645214
WP_001293003.1,3.4.13.18,,R128,Cytosol nonspecific dipeptidase,R01166,C00001; C00386,C00099; C00135,Km_C00099: 0.5079523921012878; Km_C00135: 0.3028312921524048; Km_C00001: 0.5796825289726257; Km_C00386: 0.1991872042417526,Kcat_F: 2.493326273589284; Kcat_R: 13.306824519876429
WP_001293003.1,3.4.13.18,,R129,Cytosol nonspecific dipeptidase,R01992,C00001; C00884,C00135; C00334,Km_C00135: 0.3028312921524048; Km_C00334: 0.517561674118042; Km_C00001: 0.5796825289726257; Km_C00884: 0.1899863332509994,Kcat_F: 3.797581158236504; Kcat_R: 7.322913234890469
WP_000091148.1,2.7.1.40,,R130,Pyruvate kinase,R00200,C00002; C00022,C00008; C00074,Km_C00008: 0.0510326586663723; Km_C00074: 0.1440002471208572; Km_C00002: 0.0442067049443721; Km_C00022: 0.8764307498931885,Kcat_F: 10.627972088411124; Kcat_R: 7.937563497369073
WP_000091148.1,2.7.1.40,,R131,Pyruvate kinase,R00430,C00022; C00044,C00035; C00074,Km_C00035: 0.0313002131879329; Km_C00074: 0.1440002471208572; Km_C00022: 0.8764307498931885; Km_C00044: 0.0551155321300029,Kcat_F: 6.149742624504521; Kcat_R: 3.75363147529218
WP_000091148.1,2.7.1.40,,R132,Pyruvate kinase,R00572,C00022; C00063,C00074; C00112,Km_C00074: 0.1440002471208572; Km_C00112: 0.0360786467790603; Km_C00022: 0.8764307498931885; Km_C00063: 0.0668666958808898,Kcat_F: 8.407284208222311; Kcat_R: 9.388900374210635
WP_000091148.1,2.7.1.40,,R133,Pyruvate kinase,R00659,C00022; C00075,C00015; C00074,Km_C00015: 0.1529996842145919; Km_C00074: 0.1440002471208572; Km_C00022: 0.8764307498931885; Km_C00075: 0.2237275540828704,Kcat_F: 6.669366007472991; Kcat_R: 5.1882315124154985
WP_000091148.1,2.7.1.40,,R134,Pyruvate kinase,R00724,C00022; C00081,C00074; C00104,Km_C00074: 0.1440002471208572; Km_C00104: 0.0559066943824291; Km_C00022: 0.8764307498931885; Km_C00081: 0.0712525025010109,Kcat_F: 8.402236079319858; Kcat_R: 8.071015727082884
WP_000091148.1,2.7.1.40,,R135,Pyruvate kinase,R01138,C00022; C00131,C00074; C00206,Km_C00074: 0.1440002471208572; Km_C00206: 0.0186469722539186; Km_C00022: 0.8764307498931885; Km_C00131: 0.0169425029307603,Kcat_F: 6.387233835197351; Kcat_R: 4.484257010167899
WP_000091148.1,2.7.1.40,,R136,Pyruvate kinase,R01858,C00022; C00286,C00074; C00361,Km_C00074: 0.1440002471208572; Km_C00361: 0.0196460764855146; Km_C00022: 0.8764307498931885; Km_C00286: 0.0200494267046451,Kcat_F: 5.843846758448972; Kcat_R: 2.8184920698052798
WP_000091148.1,2.7.1.40,,R137,Pyruvate kinase,R02320,C00022; C00201,C00074; C00454,Km_C00074: 0.1440002471208572; Km_C00454: nan; Km_C00022: 0.8764307498931885; Km_C00201: nan,Kcat_F: 11.496117961476536; Kcat_R: 5.425748579385552
WP_000086722.1,2.3.1.8,,R138,Phosphate acetyltransferase,R00230,C00009; C00024,C00010; C00227,Km_C00010: 0.067; Km_C00227: 0.9; Km_C00009: 0.7371164560317993; Km_C00024: 0.045,Kcat_F: 129.90441600683607; Kcat_R: 195.38151490015156
WP_000086722.1,2.3.1.8,,R139,Phosphate acetyltransferase,R00921,C00009; C00100,C00010; C02876,Km_C00010: 0.067; Km_C02876: 0.2716583907604217; Km_C00009: 0.7371164560317993; Km_C00100: 0.032027643173933,Kcat_F: 168.99879089795553; Kcat_R: 139.66950745857014
WP_000988027.1,3.2.1.22,,R140,Alpha-galactosidase,R01101,C00001; C05402,C00031; C00124,Km_C00031: 14.551881790161133; Km_C00124: 14.551881790161133; Km_C00001: 5.090140342712402; Km_C05402: 9.408344268798828,Kcat_F: 8.243316248323044; Kcat_R: 8.221061923542392
WP_000988027.1,3.2.1.22,,R141,Alpha-galactosidase,R01103,C00001; C00492,C00089; C00124,Km_C00089: 11.26636791229248; Km_C00124: 14.551881790161133; Km_C00001: 5.090140342712402; Km_C00492: 6.633991241455078,Kcat_F: 14.045700206983124; Kcat_R: 16.449587792533737
WP_000988027.1,3.2.1.22,,R142,Alpha-galactosidase,R01104,C00001; C05401,C00116; C00124,Km_C00116: 11.27495574951172; Km_C00124: 14.551881790161133; Km_C00001: 5.090140342712402; Km_C05401: 11.910467147827148,Kcat_F: 8.658368096858808; Kcat_R: 7.62948445204292
WP_000988027.1,3.2.1.22,,R143,Alpha-galactosidase,R01194,C00001; C01235,C00124; C00137,Km_C00124: 14.551881790161133; Km_C00137: 12.130254745483398; Km_C00001: 5.090140342712402; Km_C01235: 10.24762725830078,Kcat_F: 8.260548266612584; Kcat_R: 8.00552608758494
WP_000988027.1,3.2.1.22,,R144,Alpha-galactosidase,R01329,C00001; C05400,C00124; C00159,Km_C00124: 14.551881790161133; Km_C00159: 14.551881790161133; Km_C00001: 5.090140342712402; Km_C05400: 9.408344268798828,Kcat_F: 8.243316248323044; Kcat_R: 8.221061923542392
WP_000988027.1,3.2.1.22,,R145,Alpha-galactosidase,R02926,C00001; C05399,C00124; C00794,Km_C00124: 14.551881790161133; Km_C00794: 10.86484718322754; Km_C00001: 5.090140342712402; Km_C05399: 7.17816972732544,Kcat_F: 6.848955463980383; Kcat_R: 7.658983284550527
WP_000988027.1,3.2.1.22,,R146,Alpha-galactosidase,R03618,C00001; C04737,C00124; C01290,Km_C00124: 14.551881790161133; Km_C01290: nan; Km_C00001: 5.090140342712402; Km_C04737: nan,Kcat_F: 4.0116206850107945; Kcat_R: 8.221061923542392
WP_000988027.1,3.2.1.22,,R147,Alpha-galactosidase,R03634,C00001; C01613,C00124; C00492,Km_C00124: 14.551881790161133; Km_C00492: 6.633991241455078; Km_C00001: 5.090140342712402; Km_C01613: 6.01630973815918,Kcat_F: 13.893817419084055; Kcat_R: 16.150420826248922
WP_000988027.1,3.2.1.22,,R148,Alpha-galactosidase,R04019,C00001; C06126,C00124; C02686,Km_C00124: 14.551881790161133; Km_C02686: nan; Km_C00001: 5.090140342712402; Km_C06126: nan,Kcat_F: 4.0116206850107945; Kcat_R: 8.221061923542392
WP_000988027.1,3.2.1.22,,R149,Alpha-galactosidase,R04470,C00001; C06037,C00124; C03692,Km_C00124: 14.551881790161133; Km_C03692: nan; Km_C00001: 5.090140342712402; Km_C06037: nan,Kcat_F: 4.0116206850107945; Kcat_R: 8.221061923542392
WP_000988027.1,3.2.1.22,,R150,Alpha-galactosidase,R05549,C00001; C05404,C00124; C05402,Km_C00124: 14.551881790161133; Km_C05402: 9.408344268798828; Km_C00001: 5.090140342712402; Km_C05404: 5.508523941040039,Kcat_F: 9.405127015924375; Kcat_R: 10.348036867588842
WP_000416403.1,6.1.1.9,,R151,Valine-trna ligase,R03665,C00002; C00183; C01653,C00013; C00020; C02554,Km_C00013: 0.2024369239807129; Km_C00020: 0.1666655093431472; Km_C02554: nan; Km_C00002: 0.1983601450920105; Km_C00183: 0.0969708412885665; Km_C01653: 9e-05,Kcat_F: 12.250992328031423; Kcat_R: 3.5062670257012396
WP_001299507.1,1.1.1.205,,R152,Imp dehydrogenase,R01130,C00001; C00003; C00130,C00004; C00080; C00655,Km_C00004: 0.046484388411045; Km_C00080: 5.048990726470947; Km_C00655: 0.0362331233918666; Km_C00001: 4.488901615142822; Km_C00003: 0.1469386368989944; Km_C00130: 0.0366,Kcat_F: 6.308681582098861; Kcat_R: 4.8133410949615705
WP_001299507.1,1.1.1.205,,R153,Imp dehydrogenase,R08240,C00001; C00003; C04646,C00004; C00080; C16618,Km_C00004: 0.046484388411045; Km_C00080: 5.048990726470947; Km_C16618: nan; Km_C00001: 4.488901615142822; Km_C00003: 0.1469386368989944; Km_C04646: 0.0133984610438346,Kcat_F: 3.0460149341715983; Kcat_R: 5.692930494727673
WP_001295403.1,2.7.1.40,,R154,Pyruvate kinase,R00200,C00002; C00022,C00008; C00074,Km_C00008: 0.0510326586663723; Km_C00074: 0.1440002471208572; Km_C00002: 0.0442067049443721; Km_C00022: 0.8764307498931885,Kcat_F: 10.627972088411124; Kcat_R: 7.937563497369073
WP_001295403.1,2.7.1.40,,R155,Pyruvate kinase,R00430,C00022; C00044,C00035; C00074,Km_C00035: 0.0313002131879329; Km_C00074: 0.1440002471208572; Km_C00022: 0.8764307498931885; Km_C00044: 0.0551155321300029,Kcat_F: 6.149742624504521; Kcat_R: 3.75363147529218
WP_001295403.1,2.7.1.40,,R156,Pyruvate kinase,R00572,C00022; C00063,C00074; C00112,Km_C00074: 0.1440002471208572; Km_C00112: 0.0360786467790603; Km_C00022: 0.8764307498931885; Km_C00063: 0.0668666958808898,Kcat_F: 8.407284208222311; Kcat_R: 9.388900374210635
WP_001295403.1,2.7.1.40,,R157,Pyruvate kinase,R00659,C00022; C00075,C00015; C00074,Km_C00015: 0.1529996842145919; Km_C00074: 0.1440002471208572; Km_C00022: 0.8764307498931885; Km_C00075: 0.2237275540828704,Kcat_F: 6.669366007472991; Kcat_R: 5.1882315124154985
WP_001295403.1,2.7.1.40,,R158,Pyruvate kinase,R00724,C00022; C00081,C00074; C00104,Km_C00074: 0.1440002471208572; Km_C00104: 0.0559066943824291; Km_C00022: 0.8764307498931885; Km_C00081: 0.0712525025010109,Kcat_F: 8.402236079319858; Kcat_R: 8.071015727082884
WP_001295403.1,2.7.1.40,,R159,Pyruvate kinase,R01138,C00022; C00131,C00074; C00206,Km_C00074: 0.1440002471208572; Km_C00206: 0.0186469722539186; Km_C00022: 0.8764307498931885; Km_C00131: 0.0169425029307603,Kcat_F: 6.387233835197351; Kcat_R: 4.484257010167899
WP_001295403.1,2.7.1.40,,R160,Pyruvate kinase,R01858,C00022; C00286,C00074; C00361,Km_C00074: 0.1440002471208572; Km_C00361: 0.0196460764855146; Km_C00022: 0.8764307498931885; Km_C00286: 0.0200494267046451,Kcat_F: 5.843846758448972; Kcat_R: 2.8184920698052798
WP_001295403.1,2.7.1.40,,R161,Pyruvate kinase,R02320,C00022; C00201,C00074; C00454,Km_C00074: 0.1440002471208572; Km_C00454: nan; Km_C00022: 0.8764307498931885; Km_C00201: nan,Kcat_F: 11.496117961476536; Kcat_R: 5.425748579385552
WP_001127419.1,4.2.1.9,,R162,Dihydroxy-acid dehydratase,R01209,C04039,C00001; C00141,Km_C00001: 3.342954397201538; Km_C00141: 0.4328232407569885; Km_C04039: 1.5,Kcat_F: 12.39697346497069; Kcat_R: 8.578950342674224
WP_001127419.1,4.2.1.9,,R163,Dihydroxy-acid dehydratase,R04441,C04272,C00001; C00141,Km_C00001: 3.342954397201538; Km_C00141: 0.4328232407569885; Km_C04272: 0.4269054532051086,Kcat_F: 12.39697346497069; Kcat_R: 8.578950342674224
